reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
7182d530-64ed-4829-bc68-97701c89478b,Rajesh S,Good office social app,5,0,4.1.815.1,2023-05-07 07:43:51,"Hi Rajesh, thanks for taking the time to review the LinkedIn App. So happy for the positive feedback, and we are pleased that your experience with us was a good one. We are always looking to serve our members better each day. Enjoy the App and let us know if you need any help on LinkedIn. Hope you have a nice day! VT",2023-05-07 10:13:24
4ab42054-56fd-4202-a121-922ecd493a1b,Nikhil Thakur,When good account restrict account saying violating rules permanently restrict user account Very bad experience customer support Totally disappointed,1,0,4.1.815.1,2023-05-07 07:40:33,,
80d67fa1-9c86-4d2a-91de-2e9043e3b409,Gajanan Ade,5 years ago Experience,5,0,,2023-05-07 07:27:42,,
a67e4290-3725-4fd9-bb0f-6d34414ee4cc,Nazmul Hoque,Login problem capcha solved,1,0,4.1.815.1,2023-05-07 07:25:23,,
cafc7436-b933-4c55-8292-6d9d41b43469,Danish Abbas,Good openion job hear,2,0,4.1.722,2023-05-07 07:03:07,,
dd8b6bae-15e8-4d45-ac24-d72c75995ba1,Sohel Rana,There problem security checkI try right way ’ come Again Again It ’ annoying Please solve,1,0,4.1.815.1,2023-05-07 06:22:21,,
abb7ad22-5ee0-4e45-9032-8f9be0b3a57a,Laurell Hale,Great,5,0,4.1.811.1,2023-05-07 05:52:28,,
158390ee-c57f-4b94-b242-241d0a5ffd61,Olena Ostapiuk,Ок,5,0,4.1.815.1,2023-05-07 05:46:12,,
a58ea794-8994-4918-9409-4c738a263d7d,Ayush Raj,It writes noCaptcha user response code Missing invalid everytime I try login,1,0,4.1.815.1,2023-05-07 04:23:53,,
9d99a9e3-d224-477c-a973-11ec589da629,Yhazz,Love app Very useful terms career growth,5,0,4.1.811.1,2023-05-07 04:12:25,,
0236e133-071b-4414-8a4a-f0c1a7510407,Qasim Farooqi,Best App,5,0,4.1.815.1,2023-05-07 04:11:34,,
35296876-9ee7-4579-8d97-96ae3801088f,SASIN NISAR83,Worst customer services I mailed critical problem account I even received mail human I mailed well complanined portal If hacked account priority shut app,1,2,4.1.815.1,2023-05-07 02:58:31,"Thanks for leaving your review of the LinkedIn app. We're sad to hear you're not enjoying it and will send your feedback to the team. If you'd like to give us more elaborate feedback, please feel free to email us at https://lnkd.in/GP. We hope to hear from you. -DLZ",2021-05-02 20:18:36
4f8abbc6-0eac-4748-b330-646a568952c2,rasool fetrati,please fix bug see buttonits always annoying,1,0,4.1.811.1,2023-05-07 02:53:39,,
450cbe15-82a5-4584-a918-5ff60da10b8c,sanjoy halder,Fully Fake,1,0,4.1.815.1,2023-05-07 02:50:33,"We're sad to hear you're not enjoying the app. If you'd like to give us more elaborate feedback, please feel free to email us at https://lnkd.in/gu4upfkp. Thank you -Kd",2023-05-08 07:08:11
96d2923a-8fd1-402a-a3c0-ceee0a1defa2,Deng Kiir,Great 👍,5,0,4.1.695,2023-05-07 02:41:18,,
3a96e922-6f45-4e42-8a1c-3d86166c2285,Md. Moin Billah,Those looking jobs 📩,5,0,4.1.815.1,2023-05-07 02:11:32,,
3dc280ee-0e22-4eb0-bc91-b7d947ef4d63,Razvy Mridha,Rjrazvy,5,0,4.1.811.1,2023-05-07 00:42:39,We're glad you like it! Thanks for the 5-star rating! -Kd,2023-05-04 06:20:13
6bb17ea6-01b0-4a5d-9b30-1bb647231952,Marian Komar,I finally see Recent posts Also general experience gets better less chaotic Thanks,4,3,4.1.815.1,2023-05-07 00:35:39,"Thanks for taking the time to review the LinkedIn app. We'll be sure to share your feedback with our product team. If there's anything you'd like to add to your feedback, please don't hesitate to email us at https://lnkd.in/GP Thank you! TB",2023-01-04 16:13:38
949c1207-84ca-4035-901e-ea36b929f19c,ahmed saleh,cant scroll linkedin app,3,0,4.1.815.1,2023-05-07 00:33:13,,
6d312398-3671-4a90-a681-6123e95a278d,pavan Balaji Tutika,Not even 1 job wont come,1,0,4.1.811.1,2023-05-07 00:08:03,"Hi Parvan, we appreciate you taking the time to review the LinkedIn app. We'll pass your comments upward to our team here. If there is any additional feedback you'd like to provide, please email us at https://lnkd.in/gu4upfkp Thank you!- SM",2023-05-08 11:14:50
2d79e96a-1855-404d-9ffc-2c55c1931151,Con Rob,1 Many times cant tap show comments doesnt anything didnt load full text This especially prevalent low connectivity areas 2 Messaging weird If reply direct message notification notification tray reply option without opening app swipe away It notify seconds theres new message But message sent lol Its inconvenience gives impression low quality,3,5037,4.1.815.1,2023-05-06 23:59:01,,
e83ba872-67b0-4887-b196-4bcfeb394d60,Daniele Maggiofino,I used like app search jobs doesnt work well anymore Before I could search location without title giving results according profile previous researches I guess Now I always write title job company still strange jobs come,1,1,4.1.815.1,2023-05-06 23:57:54,"Thanks for leaving your review of the LinkedIn app, Daniele. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. Thanks! - AS
",2023-05-08 11:05:28
ecab3b68-434b-49a8-a359-d04bf9c89e35,Amir Husain,If I searching particular job profile showing wrong suggestionslistSearch working appropriatelyPlease look I able look correct jobs,2,0,,2023-05-06 23:52:26,"Hi there, thanks for taking the time to review the LinkedIn App. Do write to us at https://lnkd.in/LI if you have any concern. We are always looking to serve our members better each day. Hope you have a nice day! - PB




",2023-04-26 12:34:12
4d58d7d0-a3ed-4f39-9898-1e8be1f510d5,Tabana Rangongo,This would useful app job seekers key word search parameters filter irrelevant results,2,0,4.1.811.1,2023-05-06 23:22:48,"Thanks for leaving your review of the LinkedIn app. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. Thanks! - AS
",2023-05-08 11:04:35
50d5b8ba-9024-43fe-be66-805e21411d72,Biraj Sharma,Awesome,5,0,4.1.766.1,2023-05-06 23:17:03,"Hi Biraj, we appreciate you taking the time to review the LinkedIn app. We'll pass your comments upward to our team here. If there is any additional feedback you'd like to provide, please email us at https://lnkd.in/gu4upfkp Thank you!- SM",2023-05-08 11:03:56
44e12d14-d8dc-4f62-96a1-6e2e6e67df29,Will C,So many notifications And terrible way manage settings Feels intentionally designed cumbersome possible prevent dealing,2,0,4.1.811.1,2023-05-06 23:02:52,"Thanks for leaving your review of the LinkedIn app. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. Thanks! - AS
",2023-05-08 11:03:40
55112d2b-f4e0-4e7a-9849-ec5bc48071af,uzowuru Daniel,Linkedin us intentional rewards progress,4,0,4.1.810,2023-05-06 22:00:30,,
48dde3e5-32b4-49cf-8d73-39735727c2e8,Mohammad Ashraf,Best,5,0,4.1.770,2023-05-06 21:53:30,Thank you for taking the time to review the LinkedIn app! We're really glad that you've been enjoying the app experience and hope that you continue to find value in it. Have a great day! -FC,2023-05-08 11:00:17
605971d1-91aa-436d-9f56-8110a58fb641,rajni garg,In starting loved use LinkedIn I created id 2010 But closed December without reason After whenever creating id closed LinkedIn I upset cant use professionally Even due customer care number didnt get reply Regards Rajni,1,0,,2023-05-06 21:42:47,"Hi Rajni, we appreciate you taking the time to review the LinkedIn app. We'll pass your comments upward to our team here. If there is any additional feedback you'd like to provide, please email us at https://lnkd.in/gu4upfkp Thank you!- SM",2023-05-08 10:59:13
1997d824-8117-4d0f-b477-ef08b09a1c58,Og Lamba,It working perfectly well Till I decided switch open work Hiring posted job opening company Then suddenly three minutes Im restricted good reason Tried verifying identity working This fixed soon possible Because I lot work,1,0,4.1.801,2023-05-06 21:26:47,Thanks for taking the time to review the LinkedIn App. Sorry to hear you are experiencing an issue. Please try to log into your profile using a laptop or desktop computer. You will be prompted to supply some additional information to our team directly. Thank you! - PN,2023-05-08 11:18:00
e350f1f4-aa29-4ae6-99a4-084c6684f2ac,Poetik Justice,High turn rates,3,0,4.1.815.1,2023-05-06 21:22:36,,
37f635a7-a69e-4f78-bfd5-4ed746fbb568,Mariela Tirado,Good services,5,0,4.1.815.1,2023-05-06 20:47:54,"Hi Mariela, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS",2023-05-08 11:00:29
4b82927d-4aad-4f2b-b33d-30bcdd3cdcac,Bahubali Phaltane,Good,5,0,4.1.815.1,2023-05-06 20:30:21,"Hi Bahubali, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS

",2023-05-08 10:59:47
ce2daea1-bf0c-4519-b25b-237e61a4bd31,Nadia Penta,Dream Job come,5,0,,2023-05-06 20:04:24,"Hi Nadia, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS

",2023-05-08 10:58:27
e8592646-ba78-47f1-af43-0c50158c9075,Salome John,This apps fast easy,5,0,,2023-05-06 20:01:10,Hey! We are so grateful for your amazing review. Thanks for sharing your rating with us and the community 🙂. - PN,2023-05-08 11:15:20
f96ec808-7ce5-4da1-80b5-a25cfaa9accc,Reshma B,Helpful increase skills getting jobs,5,0,4.1.815.1,2023-05-06 19:49:26,Thank you so much for an amazing review. Words like this gives us assurance that we are on the right path. Have a great one! 🙂 - PN,2023-05-08 10:54:57
27a20bdb-44d7-46cf-8ef4-af7457016065,Jan Keim,For time app continued bug Sometimes read comment replies change profile photo add experience Would nice LinkedIn managed properly functioning app Its getting annoying,1,0,4.1.815.1,2023-05-06 19:39:26,"Hi Jan, we appreciate you taking the time to reach out. We'd like to take a closer look into this. Can you send the following to us? Your app version, phone model/version. Please send it here: https://lnkd.in/gu4upfkp  Thanks!- SM",2023-05-08 10:57:56
e8cd092c-d648-4a55-9e46-6f10ef0f762d,Mladen Fernežir,Some basic functions dont work For example reading replys comments I want click read nothing happens The comment doesnt expand I cant read fully Following links messages also doesnt work Saving photos neither Bad experience EDIT On May 3 update I click read comments see reply Clicking links private messages still gives Page found error Saving images within app also doesnt work,2,19,4.1.815.1,2023-05-06 19:37:44,"Hi Mladen, thanks for taking the time to review the LinkedIn app. We're sorry to hear you're experiencing this. Can you try to uninstall and reinstall the app? We've found this works for most. If you're still seeing the issue, please email us at https://lnkd.in/gu4upfkp, so we can take a closer look. Thanks, VT",2023-05-02 12:11:40
dcb961d9-0d46-48d8-9ff4-abe46fa163fd,Padma Gutta,Padmavati namaste I morning fun friends family members I u,4,0,,2023-05-06 19:30:22,,
389fb75c-845a-4599-bc09-86658b9cfc4e,DJEMAA Ismail (Swat),sorry cant play voice message 🤔🤯🤔🤯🫣,1,0,4.1.815.1,2023-05-06 18:56:05,"Thanks for leaving your review of the LinkedIn app. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/GP. Thanks! -JD",2020-09-30 22:42:10
99e3fd3c-61d5-42b9-b776-5f588f972891,Shy,No Good To Me Its Useless Yet Im Forced To Have This On My Device,1,0,,2023-05-06 17:01:02,"Hi there, we appreciate you taking the time to leave a review. Can you uninstall and reinstall the app? If you are still experiencing the same, we'd be happy to take a closer look into this. Can you send the following to us: Your app version, phone model/version. Please send it here: https://lnkd.in/gu4upfkp Thanks! VT",2023-05-08 10:40:06
8d3aa0c3-76a2-4026-b151-16c270727bf7,Sk Khan,OTP,5,0,4.1.815.1,2023-05-06 16:59:45,"Hi there, thanks for taking the time to review the LinkedIn App. So happy for the positive feedback, and we are pleased that your experience with us was a good one. We are always looking to serve our members better each day. Enjoy the App and let us know if you need any help on LinkedIn. Hope you have a nice day! VT",2023-05-08 10:39:13
739561f0-907d-42f0-8585-03538c9ab417,Z Joker,I installed app reason captcha working Everytime fails load next page says Your noCAPTCHA user response code missing invalid Lets quick security check Kindly help problem I really need login app,1,0,4.1.815.1,2023-05-06 16:28:20,"Thanks for leaving your review of the LinkedIn app. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. Thanks! - AS
",2023-05-08 10:49:46
8dd3c7de-1908-4ba0-bd8f-547cecbcf9b0,Reena Nagavel,Very useful,4,0,,2023-05-06 16:12:44,"Thank you for taking out time to review LinkedIn App, Reena. Glad you liked the interface. Truly appreciate your positive words. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. We are always looking to serve you better every single day. Thanks! - AS
",2023-05-08 10:35:31
1cd0d88d-b74a-4025-9d26-33ef1b861f79,Mohammad Hosen Ali,Helpful apps,5,0,,2023-05-06 16:00:56,"Hi Mohammad, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 10:32:35
a808f33d-4537-4280-8e24-199555bf0127,Benny LR,Good,3,1,4.1.811.1,2023-05-06 16:00:52,UPDATED: That's great feedback! Thank you for sharing with us!  -AS,2020-03-14 00:23:58
578ee773-1acb-4cb2-a631-0f307ad8e2ef,Parvin Anjumanara,Hey cant reply chats😡😡 You consider 😵‍💫,1,0,4.1.811.1,2023-05-06 15:52:03,"Hi Parvin, thanks for taking the time to review the LinkedIn App. Do write to us at https://lnkd.in/LI with your concern. We are always looking to serve our members better each day. Hope you have a nice day! VT",2023-05-08 10:54:34
ffc7edbc-a1a8-4b29-a99f-7cf272a16c7a,ujjwal sri sai,Outstanding application,5,0,4.1.815.1,2023-05-06 15:21:40,"Hi Ujjwal, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 10:31:24
ab303115-f6bd-4545-9603-3823ff2c4410,Henry Faces,Useless,1,0,4.1.804,2023-05-06 15:10:25,"Thanks for leaving your review of the LinkedIn app. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. Thanks! - PN",2023-05-08 10:46:03
8d08ae2c-4d8f-43f1-9a66-dd03f7b85fff,mehul Chunara,Every time I longin give puzzle fix go longin bad experience,1,0,4.1.815.1,2023-05-06 14:59:47,"We appreciate you taking the time to leave a review. Can you uninstall and reinstall the app? We've found this often does the trick. If you are still experiencing the same, we'd be happy to take a closer look into this. Can you send the following: Your app version, phone model/version. Please send it here: https://lnkd.in/gu4upfkp. Thanks! - PN",2023-05-08 10:41:22
148dc11d-6d25-4d8e-bb9c-1b69e0253d3f,Pradeep Kumar Das,Awesome experience,5,0,,2023-05-06 14:47:35,"Hi Pradeep, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 10:30:47
c490038d-445c-415d-ae78-1e95a9b85bfd,Richard Langitan,Im spray painter,5,0,4.1.726,2023-05-06 14:42:12,"Hi Richard, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS",2023-05-08 10:28:44
eb155a52-d2d8-4138-8178-2f00d5701f0f,Kerry Yonker,Good,5,0,4.1.811.1,2023-05-06 14:40:30,Thank you for your positive review! We're really glad you're enjoying the app experience and will share your feedback with our product team. Have a great day! -FC,2023-05-08 10:28:15
16d4e7b8-b3a6-4ddf-998d-4103f6e8e40e,Md Noyon,Big app happy,5,0,,2023-05-06 14:14:20,Thank you for your positive review! We're really glad you're enjoying the app experience and will share your feedback with our product team. Have a great day! -FC,2023-05-08 10:20:02
3cfcd448-a691-4577-8010-27152c6929b2,Tuhin Mir,ok,5,0,1.0.0,2023-05-06 14:13:48,"Thank you for your feedback of the LinkedIn app! We're always looking for ways to improve our member experience. If there's anything you'd like to add to your feedback, please don't hesitate to share with us at https://lnkd.in/GP Thank you! -FC",2023-05-08 10:17:01
3f4dada6-e9d5-4803-b11b-ac011798d4f4,Mog Minorcas,Who tf even uses linkdin,1,0,4.1.811.1,2023-05-06 13:55:50,,
52984ad3-2cb3-4e20-ac36-c890e149bb6e,Aamir Khan,Good application,5,0,4.1.815.1,2023-05-06 13:03:45,"Hi Aamir, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 10:15:59
59509f21-f928-400b-9957-3562cdccd7c5,Jared K C,Bobbing 9bv8z,2,0,4.1.811.1,2023-05-06 12:46:11,"Thanks for leaving your review of the LinkedIn app. We're sorry to hear you're not enjoying it. If you have any further feedback you'd like to share with us, please email us at https://lnkd.in/gu4upfkp. Thanks! - AS
",2023-05-08 10:15:07
e18d6243-c8ce-4acc-b7f7-950454acc0eb,Abhishek kasliwal,Why security check working properly every time shows Your noCapcha user response code missing invalid,1,0,4.1.425,2023-05-06 12:33:10,"We appreciate you taking the time to leave a review. Can you uninstall and reinstall the app? We've found this often does the trick. If you are still experiencing the same, we'd be happy to take a closer look into this. Can you send the following to us: Your app version, phone model/version. Please send it here: https://lnkd.in/gu4upfkp Thanks! -Kd",2023-05-08 07:06:21
51e4bd21-b71f-4486-9625-2d47aeea6375,honest kiganda,Good,5,0,,2023-05-06 12:33:04,"Hey there, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 10:14:15
24033546-7359-4388-b3c7-172dec17acf3,nuwan sampath,Good app 👍👍👍,5,0,4.1.815.1,2023-05-06 12:20:08,Thank you for taking the time to review the LinkedIn app! We're really glad that you've been enjoying the app experience and hope that you continue to find value in it. Have a great day! -FC,2023-05-08 10:15:56
5b9f01aa-1dd3-4c62-8caf-07412091c6c9,Asfaq Rahman,I connect several washing people professional point view Lets see achieve,5,0,,2023-05-06 12:11:04,Thanks for sharing your rating with us and the community. Wish you the best experience on the platform 🙂. - PN,2023-05-08 09:59:18
7c06ff75-66fe-460b-ac35-c8d86a54aa34,palanisamy palanisamy,open l,5,0,4.1.576.1,2023-05-06 11:50:41,"Hi there! Thank you for the 5-star rating. We appreciate your precious time and efforts for leaving a review. If there's anything you'd like to add to your feedback, please don't hesitate to email us at https://lnkd.in/geEw5eR . Thank you. Have a good day - SK",2023-05-06 12:05:18
7bb9c75b-447f-4c8d-80b6-cfbabb7d8fae,Sk rayhan,মাকাই,5,0,,2023-05-06 11:15:19,,
fb6b0b84-fe67-471b-8bd8-924c4e01cc39,Godwin Okereke,You great Been good keep,5,0,4.1.815.1,2023-05-06 11:03:24,"Hi Godwin, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS

",2023-05-08 09:48:19
2a3a17df-1ed3-4ab3-a281-44b8e3890131,Jameelaali,Rreyyuuy9,4,0,1.0.0,2023-05-06 10:57:03,,
fca403be-09f6-4577-ba97-5128bc1edda7,Mivy Kings,I really dont like new update totally logged account log back making difficult,1,0,,2023-05-06 10:38:45,"Hi Mivy, thanks for taking the time to review the LinkedIn app. We're sorry to hear you're experiencing this. Can you try to uninstall and reinstall the app? We've found this works for most. If you're still seeing the issue, please email us at https://lnkd.in/gu4upfkp so we can take a closer look. Thanks, VT",2023-05-08 10:06:10
f3afde6f-40a2-4191-9a97-2f483f8a51ad,Saksham,Such amazing tools building network,5,0,,2023-05-06 10:20:14,"Hi Saksham, thanks for taking the time to review the LinkedIn App. So happy for the positive feedback, and we are pleased that your experience with us was a good one. We are always looking to serve our members better each day. Enjoy the App and let us know if you need any help on LinkedIn. Hope you have a nice day! VT",2023-05-08 09:38:29
70b4a43e-d865-4c20-a520-2c61a31d1b5a,NSIMA AKPAN,LinkedIn professional user friendly,5,0,4.1.810,2023-05-06 09:58:44,"Hi Nsima, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS

",2023-05-08 09:39:01
a2983fe5-96ce-4acd-83af-4b493909be38,Gavin Bruce Ferrier,Awesome app great value,5,0,4.1.815.1,2023-05-06 09:33:44,"Hi Gavin, thanks for taking the time to review the LinkedIn App. So happy for the positive feedback, and we are pleased that your experience with us was a good one. We are always looking to serve our members better each day. Enjoy the App and let us know if you need any help on LinkedIn. Hope you have a nice day! VT",2023-05-08 09:37:58
36216d1e-8d8a-4288-990e-e3e6beccd7f6,Arjun Tapasvikar,Its amazing,5,0,1.0.0,2023-05-06 09:22:43,,
624d380b-f75e-4143-89d5-d5dfc8240fb7,Rupal Nair,anywhereuk Mzsdxz Porter offers haq Gisslefree courier delivery services benefit ji,5,0,4.1.811.1,2023-05-06 09:15:01,"Hi Rupal, thanks for taking the time to review the LinkedIn App. So happy for the positive feedback, and we are pleased that your experience with us was a good one. We are always looking to serve our members better each day. Enjoy the App and let us know if you need any help on LinkedIn. Hope you have a nice day! VT",2023-05-08 09:37:31
d581efc7-dc42-4229-8b94-acaa4c3e66b9,Imran Ali,Awesome,5,0,4.1.811.1,2023-05-06 09:10:30,"Hi Imran, thanks for taking the time to review the LinkedIn App. So happy for the positive feedback, and we are pleased that your experience with us was a good one. We are always looking to serve our members better each day. Enjoy the App and let us know if you need any help on LinkedIn. Hope you have a nice day! VT",2023-05-08 09:35:24
7419ea09-e810-4f20-8e3c-fc5b5634836c,Pradnya Gogate,Excellent way remain connected professionals keep updated advancement faculty parallels,5,0,4.1.811.1,2023-05-06 08:06:01,"Hi Pradnya , thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. Truly appreciate your positive words. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 09:38:06
f6b70f93-e9f5-4fbd-8cb0-6b919413b11c,Mark Redding,Yo lo tenga Pedro lion Damien jurado Richard Swift Taylor rebel Martin triumph Ibáñez blue note Verve symphony beast boyz new kids altar boyz Tracy chapwoman Bruce Lee Richy David burne met tso Indiana honda corvair yellow Cadillac tigre Chiaki Suzuki bash code pasaré ce Norman bobby Otis red John cash mmm theresa Charlie b mj wiles Oscar Duke stevie Ray towns Billy rey Dolly pardon My french sixpe ce Leigh nash prey Bird rain mylon stripper Mike stippen wolfe cubb Venice pizza dutch,5,0,4.1.815.1,2023-05-06 07:16:35,"Hi Mark, thank you for taking out time to review LinkedIn App and giving it 5-star rating. Glad you liked the interface. We are always looking to serve you better every single day. Thank you once again for being a valued member. Thanks! - AS
",2023-05-08 09:35:35
a0a9ae46-ee20-4e39-9e15-709cfd013ca6,classydays43,Im obsessed LinkedIn app I cant say travels long term I able edit profile things go The notifications annoying like I want notifications page potential leads,4,0,4.1.796,2023-05-06 05:27:32,"Hi there, thanks for taking the time to review the LinkedIn App. Do write to us at https://lnkd.in/LI with your concern. We are always looking to serve our members better each day. Hope you have a nice day! VT",2023-05-08 09:34:11
0a3b2e18-bdf8-4b2b-a468-a459bfc61037,Cristian Gonzalez,Excellent,5,0,4.1.811.1,2023-05-06 04:50:42,Thanks for sharing your rating with us and the community. Wish you the best experience on the platform 🙂. - PN,2023-05-08 08:56:51
421d79c6-c878-4970-b294-eb0aaf5c5f09,E.J. Campbell,Now im unable post repost😠,5,0,4.1.815.1,2023-05-06 03:45:58,"Thank you for taking time to leave your review! We're always looking for ways to improve our members experience on the app. If you have more information to share with our team, please don't hesitate to share at https://lnkd.in/GP We look forward to hearing from you. Thank you! -FC",2022-12-01 10:10:00
bc95f669-e08e-4716-b228-295c7e03fd54,Supriyo Ghosh,Almost 99 time interact post comment upon doesnt go Not mention clueless algorithm somehow doesnt know show relevant posts chronological order,1,0,4.1.815.1,2023-05-06 02:50:15,"We appreciate you taking the time to reach out. We'd like to take a closer look into this. Can you send the following to us? Your app version, phone model/version. Please send it here: https://lnkd.in/gu4upfkp. Thanks! - PN",2023-05-08 08:54:23
1e627460-5966-4c64-9848-4db6684508d0,AG Koole,Deleted account Nowadays looks like Tiktok Tinder Instagram Nothing work related seen feed,1,18,4.1.521,2023-05-06 02:44:48,We appreciate you taking the time to leave a review. We'd like to take a closer look at this for you. Can you please send us an email with your details here: https://lnkd.in/GP  Thanks! ~LAV,2022-11-17 07:14:24
fe392b6d-f6a8-441b-8da8-ca64d68ee6ae,Francesca Couch,Having communication gives insight companies careers make opportunities Mine changed influential way coworker suggested look job opportunities much match skills It catapulted 20 year plus career brought position I flourished grew exposures environments sealed niche How grow resources build alliances change course growth goals fullfillment,5,0,4.1.815.1,2023-05-06 02:30:43,"Thank you for the 5-star review! We are glad you like it, and hope you continue to enjoy the app! -Kd

",2023-05-08 08:28:21
