reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
ec82633a-626c-4274-a4b9-49afd278c559,Muhammad Susetio,Harga mahal tiket remove,1,0,,2023-04-16 03:42:01,,
9cd208d9-e92d-4112-9627-eb7742598921,Spirit TheRaptor,"Not enough ways to get coins, way too hard to find shiny pokemon, candies are too hard to get (I think you should make it so it takes 2-12 days depending on the pokemon to evolve and you can evolve it when you're ready), I think there should be a joystick because it's supposed to be fun (I don't want to do exercise just to catch pokemon and play a fun game), why are there different clothing options depending on gender (needs to be fixed), only one hair option on both female and male.",2,3,0.267.1,2023-04-16 03:26:36,,
a8230882-bce1-40c6-bff1-cb3993288720,Saifir Moon (Sapphire),"I used to love this game, even as a fairly rural player but now they've doubled the price of remote raid passes, slowly trickle new Pokémon releases and it's full of bugs that never get fixed. Adventure sync doesn't recognise the steps properly anymore so I can travel 30km and only 1km gets recognised in the app even though Google fit records it fine. It's disappointing. They've gotten rid of the quality of life improvements from the pandemic and turned it entirely into a soulless cash grab :(",1,7,0.267.1,2023-04-16 03:26:08,,
dfa025d6-5f6b-4760-8bae-81699413d08d,Shamar H,This game is horrible I hope it gets deleted,1,1,0.265.0,2023-04-16 03:07:36,,
a8936ea4-bb3b-4f32-a645-2c9e208ae10d,Gabriel Garcia,Yeeeeet,5,0,0.191.0,2023-04-16 03:05:01,,
f8908ffe-dd3f-453a-8efd-eff9a2857c79,A Google user,"Adventure sync is not correctly tracking when the game is closed, this has been happening since 0.261 (roughly the Lunar New Year event. When the game starts up the loading bar stops short of reaching full. When appraisal swiping, there is lag on each pokemon. Can you please finally acknowledge these issue?",1,32,0.267.1,2023-04-16 03:02:04,,
eebbcd24-3142-484f-a6b5-22baaf44c3dd,AJ Ziarek,Increasing prices,1,0,0.267.1,2023-04-16 02:56:04,,
bbfa94c9-05d7-4ec0-b48a-21fbd00d7b35,Dav Bell,It's ok if you enjoy collecting but the battles are boring and the raids are impossible because you won't know other players,4,0,0.267.1,2023-04-16 02:54:47,,
4c4df97b-20ee-44d3-9f89-385b199c8b98,Alfie Hibben,It's a really fun game to play whilst catching pokemon and exploring around the world. Ever since this game came out I play non stop.,5,0,,2023-04-16 02:50:43,,
771dc67c-6729-4e6c-a68d-50335c134b14,Leo Yovell,Pay to win. Buggy. Pvp sucks lol. Don't bother buying incense lures since they messed those up. The list can keep going. I still enjoy it though.,2,2,0.265.0,2023-04-16 02:33:26,,
6f70f637-ac29-491b-abba-aad75cec9560,Tinytofucat,Love it!,5,3,0.267.1,2023-04-16 02:07:13,,
4e2ef276-bc59-4448-88fc-5414df2d2804,Leota grapes,It is fun,5,0,0.265.0,2023-04-16 02:04:17,,
887c2159-d6f3-48ee-9fa2-19d69ae298fa,Michael,"This was before a 5 star review. However, Niantic's clear indifference to their community has made their lack of care for anything but profit margins clear.",1,1,0.227.0,2023-04-16 02:01:44,,
2b82544f-64e7-4c99-b2bc-b519b623bc60,Midnight Drew,"Edit:I decided that it there are way too many things wrong with the game. 1)pokestore doesn't have hardly anything people might want or need and what little they have us far too many coins 2) it's hard to level up unless you use lucky eggs after a certain point and 3) the challenges are absolutely ridiculous, pokestops 7 days? I can't remember enough to do it but I've been trying for like 4 months also rocket grunts suddenly have 7k pokemon along with gio and my highest is 3k lame af",1,13,0.267.1,2023-04-16 01:54:58,,
a6ed8cc1-0f78-43ce-b24f-816fd0946104,Suzie Cue,"I've been playing since launch day and I must say it just keeps getting better and better! I feel the game is coming along super well, and I'm excited and happy to be coming along in this journey! Edit: it's just not fun anymore. It legit just feels like they only want money, not money and provide a fun time. It's unfortunate, but I guess nothing lasts forever...",2,1,0.257.0,2023-04-16 01:52:42,,
ce063a22-6ba4-4e58-9f56-d685c12fd820,Mikael Bang Andersen,"Greed ruined one of the biggest mobile games of all time. It's a shame really. And it's still kinda fun, but damn they dropped the ball on this. Sad really.",2,1,0.267.1,2023-04-16 01:44:37,,
3a05e377-4cc3-46e5-83cf-594de10a2ea1,John Doee,"Do not waste your time, it's not rewarding enough to play, the game runs like garbage, cd is always garbage,",1,7,0.267.1,2023-04-16 01:10:57,,
711f06ae-2fcd-4306-99a3-f7bdf8e63e32,Ezio Rebecchi,Keep updating but the bugs that have been in the game for months are still untouched,1,1,0.267.1,2023-04-16 00:53:19,,
b79a3e91-06ff-486e-a5a2-6d9b90a0ff6e,Andrew Malm,Niantic has made some poor choices recently (hence a 3 star rating). If they were to revert the remote raid changes probably would rate it higher. It will take new players a long time to get going unless you're willing to drop serous amounts of money.,3,1,0.267.1,2023-04-16 00:52:46,,
1a493b0e-1c90-4e65-b006-b77b2e115137,Ron Ianson,They do not care for the community. I have gone 7 out of 10 legendary running on me in remote raids and they cost twice as much now so what's the point,1,1,0.267.1,2023-04-16 00:50:15,,
54620dd3-f300-4a63-8e49-012d4e919a94,OJ_ Man,Very good,5,0,0.267.1,2023-04-16 00:49:56,,
5fede4ed-4e91-4823-81ad-daf4bf67e0e0,Cadenn Christiansen,I love this game,5,0,0.263.1,2023-04-16 00:46:39,,
7cff051f-53e4-471e-a177-763c6848d00a,Ren Hawk Rim,The game was great in 2019-2021. Niantic doesn't care about the community n is always ruining the game. Unless you are p2w and rich enough to go to live events. It's terrible now. They took away alot of things!!!!,1,1,0.181.0,2023-04-16 00:38:53,,
e51e7f5f-bb58-4413-aeb3-b8351ffe9ac7,Kyle Smith,Raising the prices of remote passes has made the game expensive to play. Use to love being able to do raids with friends from around the world.,1,1,0.267.1,2023-04-16 00:33:11,,
44ce545b-4e38-408e-9d19-8d735183daa2,Ron Ryant,I love this game to be onist I got kicked and can't get back in please fix you're game,3,0,0.267.1,2023-04-16 00:33:08,,
2485d576-2fdd-4747-aeee-b3d5f7a9b073,Julian Buciorelli,Amazing game even tho I left it for a while I came back on an had a blast amazing game 5/5 in my opinion But being realistic 4/5 bc there is some glitches or little problems but not extreme,5,0,,2023-04-16 00:24:21,,
0b5391d8-0f9c-4b05-805c-4bdbd12a013a,Sean Givens,Just money hungry by doubling prices.,1,1,0.267.1,2023-04-16 00:10:58,,
e8012651-6482-4eb2-9892-953c3c778dd9,Veron Brown,Pokemon is the best to interact with with your virtual pets.,5,0,0.267.1,2023-04-15 23:58:41,,
250b47aa-1852-48a2-bfbc-0b2e0bf33d2f,Adam,I live in the country. When they introduced the amazing changes to remote raids we could finally fully participate. But after the last changes that absolutely destroyed my ability to play the game it isn't worth downloading anymore.,1,3,0.265.0,2023-04-15 23:57:51,,
9f8d0c3b-acbc-4d98-85e2-ba40e3b1ee26,Tarry,"It's a fun game and a great way to walk around. However it doesn't run smoothly on slightly old devices, and this game want you to aggressively spend money.",1,1,0.267.1,2023-04-15 23:52:56,,
07ec7593-195f-4203-8883-d66784bec644,Giddy Sadie,Need an update still,1,5,0.267.1,2023-04-15 23:47:36,,
c4f689c6-ef04-40cf-9e33-72fca1172b52,Hem prasanth,"In the current version(0.267.1) of this android application, while during league battle, the app goes frozen state while playing, due to this, I have to restart the application all the time and also the battles which I was playing are considered as lost, and losing my battle reward which is unfair.",2,0,,2023-04-15 23:39:53,,
52042c7e-1f40-4b05-bd01-2b0d3833d5dd,Luke Alsobrook,It is a good game except that there are a few annoying bugs like when I click the ability button it takes like 10 clicks to register or that a fire type does nothing to a grass type but the grass type destroys the fire type but over all it is a pretty fun game.,4,0,0.267.1,2023-04-15 23:34:47,,
ca0af28e-c9e3-4220-8cd6-48c1b9b56d89,Matthew Emblidge,April 2023: You will play the game how Niantic wants. Player Freedom will not be tolerated. Heil Hanke!,1,9,0.267.1,2023-04-15 23:24:47,,
843532ef-e02b-4e13-9bbc-938f36098570,Quince Sarringar,I have been playing for 5 years and still ant board of it,5,0,0.267.1,2023-04-15 23:19:06,,
b6cfa855-d54d-4268-8602-924056fda26d,Anthony J,5 star raids are rigged and nice job increasing the price of the remote raid pass niantic. Played since 2019 and endured all the times Niantic made bad decisions but this is the worst,1,0,0.267.1,2023-04-15 23:16:31,,
20e44b34-fd2c-4f66-9d85-53d819ecbf33,Warren Coker,"it was bad enough before they cranked all the prices sky high and destroyed the global community that players created around their game. since that has happened, ive had literally no desire to even open the game to try to play. niantic doesnt care about their players what so ever, that much is extremely clear. (if i could give 0 stars i would lol)",1,2,0.267.1,2023-04-15 23:09:37,,
66d6e139-1575-47f9-8e4b-5f1df35a3c96,Alexander Padilla,When I play this game it doesn't let me move and even if I start walking nothing happens.,1,0,0.267.1,2023-04-15 23:09:22,,
811fa127-4079-4119-8845-fd2f7d65d26e,Pamela Morris,Well it lags sometimes,4,0,0.267.1,2023-04-15 23:06:36,,
3687ee55-7ac8-4966-841f-fe395191511a,Siena (Nyx),"Very limited hours for community day doesn't make sense. The remote raid passes doubled in price, will be more difficult to do any raids i get invited to. It was better during covid...",1,10,0.251.2,2023-04-15 22:49:28,,
eacae4d4-c46a-4d20-b97d-3747c93d32d9,WobblyBits_X,"Doubled the cost of remote raid passes and restricted their use to 5 times a day. Now raids are unplayable even through matchmaking apps like Poke Genie, even if people are willing to spend more on passes.",1,1,0.265.0,2023-04-15 22:48:45,,
bd8a40e8-f826-4da8-94e2-896c6eab264d,Aranya Singh,In this event I could not catch a single togetic so increas the time of the event pls I am requesting you please,5,0,,2023-04-15 22:48:16,,
e4f69089-c830-4a13-9d68-0affe58b77fd,Anastasija Jankevic,Niantic's greed will kill this game.,1,1,0.265.0,2023-04-15 22:33:25,,
5bb25ec5-0a70-4176-a809-80e5ef9e44ef,Juan Diego Cuculiza Salinas,Worst changes ever made. Way to kill a game.,1,1,0.233.1,2023-04-15 22:16:41,,
b5eda536-075a-41f9-ae4a-745b84ce2051,Numaan Ahmed,With each update this game is dying. First they get rid of the free remote raid passes that you get weekly. Then they get rid of the free community day box (now charged at 400 coins bare in mind this used to be free every community day). Now they reduce the amount of Pokémon spawns if you stay still even with an incense plus a lure module. This recent togekiss community day I was getting a spawn every 5 minute it's ridiculous. I had an incense and a lure module.....,1,5,0.267.1,2023-04-15 22:03:02,,
cbc0f069-4a42-4e94-ac17-717d79a6c757,Alex Wiffen,Pogo used to be good. Then idiots I'm charge got too greedy and screwed most of the player base over. Doesn't track distance for hatching eggs 99% of the time now even if I have the app open while walking my dogs. I'd put 1 star but 1 star reviews keep getting erased,2,1,0.267.1,2023-04-15 21:59:19,,
6de1357a-6318-49b2-9c2d-cc6a51dda9c7,Jeetendra wadhwani,The worst game for Pokemon lover do not play this game u will be disturbed after playing this game.Absolutely not recommended,1,1,0.267.1,2023-04-15 21:55:34,,
c90daac7-47fd-4f1b-8dbf-fc90b2bb621f,Jessica Dart,These jerks are more worried about their dollar than letting us play. Remote raid passes have almost doubled in price. Absolutely ridiculous. Niantic doesnt even about their community.,1,2,0.267.1,2023-04-15 21:53:49,,
854bce9c-e62c-453b-af01-3ff575c88ccb,JutSin,It used to be so good now Niantic is just gouging us for money I miss the old pokemon go suck a dick Niantic,1,2,0.267.1,2023-04-15 21:52:45,,
39ae6984-35a3-4043-9382-7e1e2113f187,Lara Neves,"The latest changes to raids have worsen the game substancially. To be clear, I live in a capital city, one with a relatively active PokeGo population. Niantic is deluding themselves thinking raids will continue to be done at even half the rate they were without remote raiding. Even in an active city centre square, ppl rarely join raids spontaneously. So what now? Unless you have a team of ppl to raid or you get lucky enough to randomnly have someone join, you can't finish raids. It's a joke.",1,2,0.267.1,2023-04-15 21:51:32,,
c3a9b299-8f0f-436f-8450-6a6298326105,Lakshveer Sharma,Op game,5,0,,2023-04-15 21:46:42,,
bd1736e5-cbeb-4598-a8b4-7332a28b6a69,Austin Kilbon,A good app,5,0,,2023-04-15 21:43:25,,
862155cc-f1b2-4ae1-a712-b4368efdad1c,Mercury Fun PKXD,It is hard to sign in,1,1,0.267.1,2023-04-15 21:29:08,,
e3409218-5aae-46cd-ad9f-de13417dd10b,L y t e r,"The money hungry people that operate this game have gone too far. It's 195 coins for a remote raid pass. As someone who works full time, sometimes the only raids i can do are remote because when i can play, there aren't any other trainers around. So inviting people to me or joining others is my chance to beat raids. This isolates people with demanding jobs, people in less populated areas, and from friends we've made around the globe along the way. L move.",1,2,0.267.1,2023-04-15 21:24:32,,
107d65cd-b8c3-4b98-811b-d12356b7b5eb,Rizz O,It's the most amazing game,5,0,0.257.0,2023-04-15 21:19:42,,
f17746df-09b0-46d4-ba58-db96a0e4b8e2,Gaming FF,"My pokemon go is not opening.""""Your Pokemon go failed to restart now. History delete immediately.""' This is sow in my mobile screen when I click pokemon go. So, I requested you that you send me solution to solve this problem.😔😥",5,0,0.267.1,2023-04-15 21:17:19,,
61ef9339-0144-4df8-9704-2896c21b0166,Jaxson Brennan,Amazing game but hard to throw PokeBalls,5,0,0.267.1,2023-04-15 21:10:59,,
db8f309a-885b-49da-be5f-63e60e9fcc7a,Zero LV,"After the raid pass nerf, i have realized that the game company of Niantic doesn't care about their game and only care about receiving money from the walking data, it's weird how they manage to burn this game to the ground so easily.",1,1,0.267.1,2023-04-15 21:10:35,,
d8951bec-8d01-4fe6-9e2b-f594821b06d8,Chastity Ball,"The online battles aren't good. I'll be battle level one and go against someone level 3, fix it",3,0,0.267.1,2023-04-15 21:10:28,,
0f0eb148-862f-4421-8a8f-237595185bd4,Chun-Yu Chuang (vegafish),Adventure Sync doesn't work,1,1,0.267.1,2023-04-15 20:59:01,,
f9020f9d-68c6-40e5-8062-3897f858ad01,LordZhadex,Waste of time and money just to be obliterated by people who have geological advantage and live or pass by gyms every day easily. Also those who have enough money and time to spend on events and other stuff for YEARS! You can't hope that in a few months to feel strong at all. Not even your old Pokemons from 2016 at the beginning.,1,1,0.265.0,2023-04-15 20:47:54,,
